"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","success","gross_scale","budget_scale","imdb_score_scale"
"Spanglish ",131,"James L. Brooks",274,"Adam Sandler",11000,"Paz Vega",964,"Sarah Steele",138,124,342,65668,12522,0,"chef|college|housekeeper|letter|mexico",2,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1",42044321,80000000,6.5,"0",0.0644665926734103,0.266666133777391,0.63013698630137
"Austin Powers in Goldmember ",94,"Jay Roach",116,"Verne Troyer",645,"Josh Zuckerman",522,"Robert Wagner",481,194,795,162909,2725,0,"fem bot|prison|seductive fembot|spy|time travel",2,"Color","Action|Comedy|Crime",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1",213079163,63000000,6.2,"0",0.326718956699685,0.209999425932916,0.589041095890411
"Buffalo '66 ",110,"Vincent Gallo",787,"Anjelica Huston",1000,"Vincent Gallo",787,"Jan-Michael Vincent",642,106,318,36657,4762,0,"shower|stripper|tap dancing|underwear|undressing",2,"Color","Comedy|Crime|Drama|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1",2365931,1500000,7.5,"0",0.00362664066961622,0.00499927696614126,0.767123287671233
"Surfer, Dude ",85,"S.R. Bindler",0,"Matthew McConaughey",11000,"Scott Glenn",826,"Sarah Wright",499,26,37,7367,14599,850,"barefoot|endorsement|surfboard|virtual reality|waves",0,"Color","Comedy",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1",36497,6000000,4.7,"0",0.0000548563115309725,0.0199992878661492,0.383561643835617
"The Deep End of the Ocean ",106,"Ulu Grosbard",22,"Alexa PenaVega",2000,"Treat Williams",642,"Jonathan Jackson",613,54,111,10413,4327,579,"basketball|boy|italian|kidnapping a child|reunion",1,"Color","Drama",1999,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1",13376506,40000000,6.3,"0",0.0205094540734407,0.133332703555098,0.602739726027397
"House at the End of the Street ",101,"Mark Tonderai",13,"Jennifer Lawrence",34000,"Nolan Gerard Funk",924,"Gil Bellows",261,224,160,58366,35717,10000,"brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder",1,"Color","Drama|Horror|Thriller",2012,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1",31607598,6900000,5.6,"0",0.0484636821118453,0.0229992900461508,0.506849315068493
"The One ",85,"James Wong",70,"Jason Statham",26000,"Jet Li",5000,"Delroy Lindo",848,98,294,77684,32831,0,"fight|multiverse|police|police officer|prison",1,"Color","Action|Sci-Fi|Thriller",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1",43905746,49000000,5.9,"0",0.0673207661330356,0.163332725355114,0.547945205479452
"Shorts ",89,"Robert Rodriguez",0,"Jimmy Bennett",87000,"Leo Howard",570,"Jake Short",470,103,37,5332,88422,431,"boy|family relationships|rock|twin|two headed person",4,"Color","Comedy|Family|Fantasy",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1",20916309,40000000,4.9,"0",0.0320704385951933,0.133332703555098,0.410958904109589
"The Ballad of Jack and Rose ",112,"Rebecca Miller",58,"Beau Bridges",552,"Susanna Thompson",265,"Ryan McDonald",42,75,68,9408,859,608,"commune|defecation|environmentalism|fellatio|island",1,"Color","Drama",2005,"English","USA","R",1.66,"http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1",712294,1500000,6.7,"0",0.00109107418842336,0.00499927696614126,0.657534246575343
"Spice World ",93,"Bob Spiers",14,"Jason Flemyng",1000,"Richard Briers",401,"Victoria Beckham",199,33,261,28377,2176,0,"bus|concert|live concert|pop group|spice girl",1,"Color","Comedy|Family|Music",1997,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1",29247405,25000000,3.3,"0",0.0448447341444583,0.0833326672217382,0.191780821917808
"Littleman ",98,"Keenen Ivory Wayans",322,"Chazz Palminteri",979,"Brittany Daniel",862,"John Witherspoon",723,78,187,39471,6334,0,"diamond|infant|parody|spoof|sports violence",1,"Color","Comedy|Crime",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1",58255287,64000000,4.3,"0",0.0893233067027632,0.213332761688473,0.328767123287671
"About Time ",123,"Richard Curtis",628,"Tom Hughes",565,"Tom Hollander",555,"Lindsay Duncan",171,274,391,202341,1595,105000,"boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding",1,"Color","Drama|Fantasy|Romance",2013,"English","UK","R",2.35,"http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1",15294553,12000000,7.8,"0",0.0234504475820236,0.0399993023994931,0.808219178082192
"Wild Wild West ",106,"Barry Sonnenfeld",188,"Will Smith",10000,"Salma Hayek",4000,"Bai Ling",582,85,648,129601,15870,0,"buddy movie|general|inventor|steampunk|utah",2,"Color","Action|Comedy|Sci-Fi|Western",1999,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1",113745408,170000000,4.8,"0",0.174407814877735,0.566666351777549,0.397260273972603
"The Red Violin ",130,"François Girard",63,"Johannes Silberschneider",24,"Clotilde Mollet",3,"Carlo Cecchi",2,94,247,26832,29,0,"auction|montreal|secret|violin|violinist",3,"Color","Drama|Music|Mystery|Romance",1998,"French","Canada","R",1.85,"http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1",9473382,10000000,7.7,"0",0.014524688138511,0.0333326308883784,0.794520547945206
"Sliding Doors ",99,"Peter Howitt",29,"Jeanne Tripplehorn",711,"Kevin McNally",427,"John Lynch",161,88,278,52805,1462,0,"alternative reality|multiple outcomes|parallel time|serendipity|twist of fate",1,"Color","Comedy|Drama|Fantasy|Romance",1998,"English","UK","R",1.85,"http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1",11883495,9000000,6.8,"0",0.0182201797964064,0.0299992951328211,0.671232876712329
"Max Keeble's Big Move ",91,"Tim Hill",25,"Noel Fisher",833,"Amber Valletta",626,"Larry Miller",611,37,69,5794,4551,371,"bully|moving|principal|revenge|school",0,"Color","Comedy|Crime|Family",2001,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1",17292381,12000000,5.3,"0",0.0265137714626507,0.0399993023994931,0.465753424657534
"United 93 ",111,"Paul Greengrass",521,"Christian Clemenson",97,"David Alan Basche",68,"Susan Blommaert",64,279,828,83374,313,0,"flight|passenger|plane|september 11 2001|terrorist",0,"Color","Drama|History|Thriller",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1",31471430,15000000,7.6,"1",0.0482548920227199,0.049999309666165,0.780821917808219
"Hulk ",138,"Ang Lee",0,"Kevin Rankin",820,"Regi Davis",300,"Celia Weston",258,267,1445,212106,1814,0,"1980s|c 130 hercules|monster|panzer|san francisco california",0,"Color","Action|Sci-Fi",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1",132122995,137000000,5.7,"0",0.202586667674574,0.456666271844157,0.52054794520548
"The Muse ",97,"Albert Brooks",745,"Jeff Bridges",12000,"Bradley Whitford",821,"Albert Brooks",745,97,140,9294,15209,251,"directed by star|muse|satire|screenwriter|tiffany's",2,"Color","Comedy",1999,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1",11614236,15000000,5.6,"0",0.0178073176657456,0.049999309666165,0.506849315068493
"The Bone Collector ",118,"Phillip Noyce",176,"Denzel Washington",18000,"Angelina Jolie Pitt",11000,"Leland Orser",308,75,397,120202,29748,0,"new york city|police|quadriplegic|serial killer|suicide",2,"Color","Crime|Drama|Mystery|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1",66488090,48000000,6.7,"0",0.101946886928087,0.159999389599556,0.657534246575343
"Scary Movie 2 ",83,"Keenen Ivory Wayans",322,"Natasha Lyonne",1000,"Veronica Cartwright",422,"Andy Richter",179,127,548,119590,1645,0,"blow job|demon|exorcism|priest|professor",7,"Color","Comedy",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1",71277420,45000000,5.2,"0",0.109290496568759,0.149999382332884,0.452054794520548
"Sabotage ",109,"David Ayer",453,"Mireille Enos",1000,"Martin Donovan",206,"Maurice Compte",120,233,212,47502,1458,10000,"dea|drug cartel|kicked in the crotch|strip club|tough girl",3,"Color","Action|Crime|Drama|Thriller",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1",10499968,35000000,5.7,"0",0.016098780307265,0.116666024777311,0.52054794520548
"Annie Hall ",93,"Woody Allen",11000,"Woody Allen",11000,"Carol Kane",636,"Shelley Duvall",629,154,491,192940,12691,0,"breaking the fourth wall|comedian|jewish|neurosis|singer",0,"Color","Comedy|Romance",1977,"English","USA","PG",1.37,"http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1",39200000,4000000,8.1,"1",0.0601053181074971,0.0133326163550346,0.849315068493151
"Lethal Weapon 4 ",127,"Richard Donner",503,"Jet Li",5000,"Rene Russo",808,"Darlene Love",91,141,287,127497,6171,0,"kung fu|lapd|martial arts|private investigator|triad",2,"Color","Action|Crime|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1",129734803,140000000,6.6,"0",0.198924788080774,0.466666279110829,0.643835616438356
"The Postman ",177,"Kevin Costner",0,"Olivia Williams",766,"Brian Anthony Wilson",674,"Larenz Tate",582,79,376,56403,4346,0,"drifter|escape|hope|postman|usa",1,"Color","Action|Adventure|Drama|Sci-Fi",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1",17593391,80000000,6,"0",0.0269753182631298,0.266666133777391,0.561643835616438
"Chariots of Fire ",125,"Hugh Hudson",46,"Alice Krige",368,"Ben Cross",303,"John Gielgud",249,90,213,40511,1651,0,"athlete|jew|missionary|olympic games|race",0,"Color","Biography|Drama|Sport",1981,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1",58800000,5500000,7.2,"1",0.0901585299256773,0.0183326199883705,0.726027397260274
"Hannibal Rising ",131,"Peter Webber",73,"Li Gong",879,"Stephen Walters",184,"Richard Brake",163,209,392,86374,1344,3000,"aunt|cannibalism|faked death|medical student|revenge",0,"Color","Crime|Drama|Thriller",2007,"English","UK","R",2.35,"http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1",27667947,50000000,6.2,"0",0.0424229083367073,0.166666061110671,0.589041095890411
"Baby Boy ",130,"John Singleton",309,"Mo'Nique",939,"Snoop Dogg",881,"Angell Conwell",522,41,81,9566,3107,1000,"cartoon on tv|family relationships|physical abuse|single parent|two word title",2," Black and White","Crime|Drama|Romance|Thriller",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1",28734552,16000000,6.4,"0",0.04405836272402,0.0533326454217223,0.616438356164384
"Little Black Book ",105,"Nick Hurran",34,"Holly Hunter",1000,"Kevin Sussman",681,"Dave Annable",642,73,116,15052,4369,484,"electronic devices|gynecologist|little black book|plan|set up",1,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1",20422207,35000000,5.2,"0",0.0313128185918368,0.116666024777311,0.452054794520548
"Gangs of New York ",216,"Martin Scorsese",17000,"Leonardo DiCaprio",29000,"Liam Neeson",14000,"Jim Broadbent",1000,233,1166,314033,47657,0,"butcher|civil war|gangster|new york city|revenge",3,"Color","Crime|Drama",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0217505/?ref_=fn_tt_tt_1",77679638,100000000,7.5,"0",0.119107191143257,0.333332848888537,0.767123287671233
"Identity ",91,"James Mangold",446,"Clea DuVall",1000,"Rebecca De Mornay",872,"Jake Busey",660,136,714,177828,3969,11000,"dissociative identity disorder|motel room key|murder|storm|stranded",0,"Color","Mystery|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1",51475962,30000000,7.3,"0",0.0789283837329018,0.0999993459995247,0.73972602739726
"Sunshine ",107,"Danny Boyle",0,"Chris Evans",11000,"Benedict Wong",372,"Troy Garity",167,308,801,190132,11623,15000,"astronaut|earth|future|icarus|sun",0,"Color","Adventure|Sci-Fi|Thriller",2007,"English","UK","R",2.35,"http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1",3675072,26000000,7.3,"0",0.00563398208659909,0.0866660029772955,0.73972602739726
"The Man ",83,"Les Mayfield",10,"Miguel Ferrer",688,"Susie Essman",99,"Gigi Rice",69,72,76,21933,1019,676,"buddy comedy|criminal|gun smuggling|mistaken identity|salesman",2,"Color","Action|Comedy|Crime",2005,"English","Germany","PG-13",1.85,"http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1",8326035,33000000,5.5,"0",0.0127654298517786,0.109999353266197,0.493150684931507
"Gran Torino ",116,"Clint Eastwood",16000,"Clint Eastwood",16000,"Dreama Walker",601,"Ahney Her",198,366,871,561773,17347,28000,"gang|gang rape|hmong|teenager|widower",0,"Color","Drama",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1",148085755,33000000,8.2,"1",0.227062800709409,0.109999353266197,0.863013698630137
"Conan the Barbarian ",129,"John Milius",468,"William Smith",919,"Mako",691,"Sandahl Bergman",183,166,337,113065,2024,0,"actual animal killed|cult|evil sorcerer|gladiator|warlord",0,"Color","Adventure|Fantasy",1982,"English","USA","R",2.35,"http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1",37567440,20000000,6.9,"0",0.0576020695622987,0.0666659884439516,0.684931506849315
"National Treasure ",131,"Jon Turteltaub",226,"Nicolas Cage",12000,"Armando Riesco",625,"Annie Parisse",341,193,692,255447,13679,0,"declaration of independence|secret society|treasure|treasure hunt|treasure hunter",0,"Color","Action|Adventure|Comedy|Family|Mystery",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1",173005002,100000000,6.9,"0",0.265272158282907,0.333332848888537,0.684931506849315
"Nanny McPhee ",97,"Kirk Jones",52,"Colin Firth",14000,"Kelly Macdonald",2000,"Imelda Staunton",579,128,181,49676,17278,0,"father|governess|magic|nanny|widower",0,"Color","Comedy|Family|Fantasy",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1",47124400,25000000,6.6,"0",0.0722560156448434,0.0833326672217382,0.643835616438356
"Beyond the Black Rainbow ",110,"Panos Cosmatos",22,"Chris Gauthier",434,"Marilyn Norry",95,"Eva Bourne",48,97,82,6555,645,0,"exploitation|four word title|hallucinogen|lynchian|telepathy",1,"Color","Sci-Fi|Thriller",2010,"English","Canada","R",2.35,"http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1",56129,1100000,6.1,"0",0.000084958589817436,0.00366594266391833,0.575342465753425
"Open Season ",83,"Roger Allers",28,"Jon Favreau",4000,"Debra Messing",650,"Jane Krakowski",624,107,100,65270,6081,863,"bear|deer|forest|grizzly bear|hunter",1,"Color","Adventure|Animation|Comedy|Family",2006,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1",84303558,85000000,6.2,"0",0.129263827409924,0.283332812555177,0.589041095890411
"Flash of Genius ",119,"Marc Abraham",18,"Dylan Authors",20,"Bill Lake",18,"Victoria Learn",9,99,45,14301,64,0,"flash of genius|genius|intellectual property|professor|university",0,"Color","Biography|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1",4234040,20000000,7,"0",0.00649106288780239,0.0666659884439516,0.698630136986301
"Wasabi ",94,"Gérard Krawczyk",7,"Carole Bouquet",235,"Ryôko Hirosue",46,"Michel Muller",17,40,91,29392,303,0,"french|inheritance|japan|letter|police detective hero",1,"Color","Action|Comedy|Crime|Drama|Thriller",2001,"French","France","R",2.35,"http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1",81525,15300000,6.6,"0",0.000123898965701848,0.0509993103928322,0.643835616438356
"World War Z ",123,"Marc Forster",395,"Peter Capaldi",17000,"Brad Pitt",11000,"Mireille Enos",1000,654,995,465019,32392,129000,"chaos|disease|infection|pandemic|zombie",0,"Color","Action|Adventure|Horror|Sci-Fi|Thriller",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1",202351611,190000000,7,"0",0.310270110141188,0.633333066888695,0.698630136986301
"The Box ",115,"Richard Kelly",219,"Frank Langella",902,"Gillian Jacobs",837,"Celia Weston",258,287,376,76303,2466,0,"alien|library|moral dilemma|nosebleed|supernatural power",1,"Color","Drama|Fantasy|Mystery|Thriller",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1",15045676,16000000,5.6,"0",0.0230688377249995,0.0533326454217223,0.506849315068493
"Deterrence ",104,"Rod Lurie",37,"Kevin Pollak",574,"Kathryn Morris",573,"Timothy Hutton",501,29,79,2256,1983,130,"colorado|diner|iraq|nuclear missile|president",0,"Color","Drama|Thriller",1999,"English","France","R",1.85,"http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1",144583,800000,6.5,"0",0.000220587508091169,0.00266594193725114,0.63013698630137
"Joy ",124,"David O. Russell",737,"Jennifer Lawrence",34000,"Robert De Niro",22000,"Bradley Cooper",14000,315,256,75329,75793,24000,"based on real person|female inventor|mop|sales pitch|woman holding a shotgun",3,"Color","Biography|Comedy|Drama",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1",56443482,60000000,6.6,"0",0.0865452169355062,0.199999418666244,0.643835616438356
"Saw VI ",92,"Kevin Greutert",52,"Costas Mandylor",723,"Shawnee Smith",651,"George Newbern",647,156,194,76207,3101,0,"deception|flash photography|game of death|jigsaw|pig mask",0,"Color","Horror|Mystery",2009,"English","Canada","R",1.85,"http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1",27669413,11000000,6,"0",0.0424251561942851,0.0366659666439358,0.561643835616438
"Gridiron Gang ",125,"Phil Joanou",21,"Dwayne Johnson",12000,"Jurnee Smollett-Bell",2000,"Kevin Dunn",581,85,134,33067,15811,0,"alliterative title|football|football coach|football practice|football team",1,"Color","Crime|Drama|Sport",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1",38432823,30000000,6.9,"0",0.0589289847971381,0.0999993459995247,0.684931506849315
"Amen. ",132,"Costa-Gavras",333,"Sebastian Koch",380,"Mathieu Kassovitz",326,"Ulrich Mühe",284,69,55,11077,1429,0,"jesuit|jew|pope|priest|ss",2,"Color","Biography|Crime|Drama|War",2002,"English","France","Unrated",1.85,"http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1",274299,103000000,7.3,"0",0.000419484570550713,0.343332856155209,0.73972602739726
"You Only Live Twice ",117,"Lewis Gilbert",43,"Donald Pleasence",742,"Burt Kwouk",462,"Desmond Llewelyn",244,130,267,75280,2127,0,"faked death|japan|japanese|poison|secret headquarters",0,"Color","Action|Adventure|Thriller",1967,"English","UK","Approved",2.35,"http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1",43100000,9500000,6.9,"0",0.0660852939284615,0.0316659630105998,0.684931506849315
"Alvin and the Chipmunks: The Squeakquel ",88,"Betty Thomas",84,"Amy Poehler",1000,"Bridgit Mendler",1000,"Jesse McCartney",1000,107,98,31649,5227,2000,"adidas|chipmunk|hospital|school|waste container",0,"Color","Animation|Comedy|Family|Fantasy|Music",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1",219613391,75000000,4.5,"0",0.336738065789087,0.249999454999604,0.356164383561644
"The Borrowers ",89,"Peter Hewitt",12,"Jim Broadbent",1000,"Bradley Pierce",409,"Mark Williams",373,42,39,16222,2056,0,"child's point of view|house|lawyer|real estate|washing machine",0,"Color","Adventure|Comedy|Family|Fantasy",1997,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1",22359293,29000000,5.8,"0",0.034283005115716,0.0966660102439674,0.534246575342466
"Donnie Darko ",133,"Richard Kelly",219,"Jake Gyllenhaal",15000,"Mary McDonnell",933,"James Duval",701,283,2110,580999,17040,33000,"1980s|death|insanity|parallel universe|time travel",1,"Color","Drama|Sci-Fi|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1",727883,4500000,8.1,"0",0.00111497722510875,0.0149992842328132,0.849315068493151
